precinct,party_detailed,votes,county_name,county_fips,candidate
0144 COTTONWOOD COUNTRY CLUB,DEMOCRAT,1496,MARICOPA,4013,KYRSTEN SINEMA
0144 COTTONWOOD COUNTRY CLUB,GREEN,61,MARICOPA,4013,ANGELA GREEN
0144 COTTONWOOD COUNTRY CLUB,REPUBLICAN,2061,MARICOPA,4013,MARTHA MCSALLY
0145 COUNTRY GABLES,DEMOCRAT,340,MARICOPA,4013,KYRSTEN SINEMA
0145 COUNTRY GABLES,GREEN,27,MARICOPA,4013,ANGELA GREEN
0145 COUNTRY GABLES,REPUBLICAN,387,MARICOPA,4013,MARTHA MCSALLY
0146 COUNTRY MEADOWS,DEMOCRAT,273,MARICOPA,4013,KYRSTEN SINEMA
0146 COUNTRY MEADOWS,GREEN,17,MARICOPA,4013,ANGELA GREEN
0146 COUNTRY MEADOWS,REPUBLICAN,229,MARICOPA,4013,MARTHA MCSALLY
0147 COVINA,DEMOCRAT,782,MARICOPA,4013,KYRSTEN SINEMA
0147 COVINA,GREEN,45,MARICOPA,4013,ANGELA GREEN
0147 COVINA,REPUBLICAN,1284,MARICOPA,4013,MARTHA MCSALLY
0148 COYOTE BASIN,DEMOCRAT,609,MARICOPA,4013,KYRSTEN SINEMA
0148 COYOTE BASIN,GREEN,40,MARICOPA,4013,ANGELA GREEN
0148 COYOTE BASIN,REPUBLICAN,638,MARICOPA,4013,MARTHA MCSALLY
0149 COYOTE HILLS,DEMOCRAT,834,MARICOPA,4013,KYRSTEN SINEMA
0149 COYOTE HILLS,GREEN,44,MARICOPA,4013,ANGELA GREEN
0149 COYOTE HILLS,REPUBLICAN,1598,MARICOPA,4013,MARTHA MCSALLY
015,DEMOCRAT,434,PIMA,4019,KYRSTEN SINEMA
015,GREEN,23,PIMA,4019,ANGELA GREEN
015,REPUBLICAN,515,PIMA,4019,MARTHA MCSALLY
0150 COYOTE LAKES,DEMOCRAT,619,MARICOPA,4013,KYRSTEN SINEMA
0150 COYOTE LAKES,GREEN,43,MARICOPA,4013,ANGELA GREEN
0150 COYOTE LAKES,REPUBLICAN,818,MARICOPA,4013,MARTHA MCSALLY
0151 CREEDANCE,DEMOCRAT,1140,MARICOPA,4013,KYRSTEN SINEMA
0151 CREEDANCE,GREEN,55,MARICOPA,4013,ANGELA GREEN
0151 CREEDANCE,REPUBLICAN,1544,MARICOPA,4013,MARTHA MCSALLY
0152 CREIGHTON,DEMOCRAT,1340,MARICOPA,4013,KYRSTEN SINEMA
0152 CREIGHTON,GREEN,47,MARICOPA,4013,ANGELA GREEN
0152 CREIGHTON,REPUBLICAN,378,MARICOPA,4013,MARTHA MCSALLY
0153 CRESCENT,DEMOCRAT,355,MARICOPA,4013,KYRSTEN SINEMA
0153 CRESCENT,GREEN,12,MARICOPA,4013,ANGELA GREEN
0153 CRESCENT,REPUBLICAN,615,MARICOPA,4013,MARTHA MCSALLY
0154 CRISMON,DEMOCRAT,1737,MARICOPA,4013,KYRSTEN SINEMA
0154 CRISMON,GREEN,68,MARICOPA,4013,ANGELA GREEN
0154 CRISMON,REPUBLICAN,1335,MARICOPA,4013,MARTHA MCSALLY
0155 CROCUS,DEMOCRAT,497,MARICOPA,4013,KYRSTEN SINEMA
0155 CROCUS,GREEN,47,MARICOPA,4013,ANGELA GREEN
0155 CROCUS,REPUBLICAN,681,MARICOPA,4013,MARTHA MCSALLY
0156 CROSBY,DEMOCRAT,440,MARICOPA,4013,KYRSTEN SINEMA
0156 CROSBY,GREEN,24,MARICOPA,4013,ANGELA GREEN
0156 CROSBY,REPUBLICAN,487,MARICOPA,4013,MARTHA MCSALLY
0157 CROSSROADS PARK,DEMOCRAT,1587,MARICOPA,4013,KYRSTEN SINEMA
0157 CROSSROADS PARK,GREEN,79,MARICOPA,4013,ANGELA GREEN
0157 CROSSROADS PARK,REPUBLICAN,1920,MARICOPA,4013,MARTHA MCSALLY
0158 CRYSTAL GARDENS,DEMOCRAT,1763,MARICOPA,4013,KYRSTEN SINEMA
0158 CRYSTAL GARDENS,GREEN,90,MARICOPA,4013,ANGELA GREEN
0158 CRYSTAL GARDENS,REPUBLICAN,959,MARICOPA,4013,MARTHA MCSALLY
0159 CULLUMBER,DEMOCRAT,802,MARICOPA,4013,KYRSTEN SINEMA
0159 CULLUMBER,GREEN,38,MARICOPA,4013,ANGELA GREEN
0159 CULLUMBER,REPUBLICAN,710,MARICOPA,4013,MARTHA MCSALLY
016,DEMOCRAT,1717,PIMA,4019,KYRSTEN SINEMA
016,GREEN,39,PIMA,4019,ANGELA GREEN
016,REPUBLICAN,778,PIMA,4019,MARTHA MCSALLY
0160 CULVER,DEMOCRAT,671,MARICOPA,4013,KYRSTEN SINEMA
0160 CULVER,GREEN,21,MARICOPA,4013,ANGELA GREEN
0160 CULVER,REPUBLICAN,142,MARICOPA,4013,MARTHA MCSALLY
0161 DAHLIA,DEMOCRAT,505,MARICOPA,4013,KYRSTEN SINEMA
0161 DAHLIA,GREEN,39,MARICOPA,4013,ANGELA GREEN
0161 DAHLIA,REPUBLICAN,646,MARICOPA,4013,MARTHA MCSALLY
0162 DAISY,DEMOCRAT,554,MARICOPA,4013,KYRSTEN SINEMA
0162 DAISY,GREEN,45,MARICOPA,4013,ANGELA GREEN
0162 DAISY,REPUBLICAN,547,MARICOPA,4013,MARTHA MCSALLY
0163 DALLAS,DEMOCRAT,932,MARICOPA,4013,KYRSTEN SINEMA
0163 DALLAS,GREEN,86,MARICOPA,4013,ANGELA GREEN
0163 DALLAS,REPUBLICAN,1224,MARICOPA,4013,MARTHA MCSALLY
0164 DANBURY,DEMOCRAT,770,MARICOPA,4013,KYRSTEN SINEMA
0164 DANBURY,GREEN,53,MARICOPA,4013,ANGELA GREEN
0164 DANBURY,REPUBLICAN,1009,MARICOPA,4013,MARTHA MCSALLY
0165 DANYELL,DEMOCRAT,1082,MARICOPA,4013,KYRSTEN SINEMA
0165 DANYELL,GREEN,62,MARICOPA,4013,ANGELA GREEN
0165 DANYELL,REPUBLICAN,415,MARICOPA,4013,MARTHA MCSALLY
0166 DARROW,DEMOCRAT,940,MARICOPA,4013,KYRSTEN SINEMA
0166 DARROW,GREEN,31,MARICOPA,4013,ANGELA GREEN
0166 DARROW,REPUBLICAN,293,MARICOPA,4013,MARTHA MCSALLY
0167 DC RANCH,DEMOCRAT,2098,MARICOPA,4013,KYRSTEN SINEMA
0167 DC RANCH,GREEN,53,MARICOPA,4013,ANGELA GREEN
0167 DC RANCH,REPUBLICAN,2670,MARICOPA,4013,MARTHA MCSALLY
0168 DEADMAN WASH,DEMOCRAT,785,MARICOPA,4013,KYRSTEN SINEMA
0168 DEADMAN WASH,GREEN,38,MARICOPA,4013,ANGELA GREEN
0168 DEADMAN WASH,REPUBLICAN,2284,MARICOPA,4013,MARTHA MCSALLY
0169 DEER VALLEY,DEMOCRAT,710,MARICOPA,4013,KYRSTEN SINEMA
0169 DEER VALLEY,GREEN,52,MARICOPA,4013,ANGELA GREEN
0169 DEER VALLEY,REPUBLICAN,971,MARICOPA,4013,MARTHA MCSALLY
017,DEMOCRAT,1023,PIMA,4019,KYRSTEN SINEMA
017,GREEN,28,PIMA,4019,ANGELA GREEN
017,REPUBLICAN,229,PIMA,4019,MARTHA MCSALLY
0170 DEERVIEW,DEMOCRAT,366,MARICOPA,4013,KYRSTEN SINEMA
0170 DEERVIEW,GREEN,14,MARICOPA,4013,ANGELA GREEN
0170 DEERVIEW,REPUBLICAN,296,MARICOPA,4013,MARTHA MCSALLY
0171 DEL JOYA,DEMOCRAT,1202,MARICOPA,4013,KYRSTEN SINEMA
0171 DEL JOYA,GREEN,25,MARICOPA,4013,ANGELA GREEN
0171 DEL JOYA,REPUBLICAN,1339,MARICOPA,4013,MARTHA MCSALLY
0172 DEL RIO,DEMOCRAT,1339,MARICOPA,4013,KYRSTEN SINEMA
0172 DEL RIO,GREEN,39,MARICOPA,4013,ANGELA GREEN
0172 DEL RIO,REPUBLICAN,846,MARICOPA,4013,MARTHA MCSALLY
0173 DESERT BELL,DEMOCRAT,1102,MARICOPA,4013,KYRSTEN SINEMA
0173 DESERT BELL,GREEN,58,MARICOPA,4013,ANGELA GREEN
0173 DESERT BELL,REPUBLICAN,749,MARICOPA,4013,MARTHA MCSALLY
0174 DESERT BLOSSOM,DEMOCRAT,532,MARICOPA,4013,KYRSTEN SINEMA
0174 DESERT BLOSSOM,GREEN,19,MARICOPA,4013,ANGELA GREEN
0174 DESERT BLOSSOM,REPUBLICAN,730,MARICOPA,4013,MARTHA MCSALLY
0175 DESERT COVE,DEMOCRAT,956,MARICOPA,4013,KYRSTEN SINEMA
0175 DESERT COVE,GREEN,36,MARICOPA,4013,ANGELA GREEN
0175 DESERT COVE,REPUBLICAN,557,MARICOPA,4013,MARTHA MCSALLY
0176 DESERT EDGE,DEMOCRAT,1319,MARICOPA,4013,KYRSTEN SINEMA
0176 DESERT EDGE,GREEN,81,MARICOPA,4013,ANGELA GREEN
0176 DESERT EDGE,REPUBLICAN,1163,MARICOPA,4013,MARTHA MCSALLY
0177 DESERT HARBOR,DEMOCRAT,1350,MARICOPA,4013,KYRSTEN SINEMA
0177 DESERT HARBOR,GREEN,52,MARICOPA,4013,ANGELA GREEN
0177 DESERT HARBOR,REPUBLICAN,1696,MARICOPA,4013,MARTHA MCSALLY
0178 DESERT HAVEN,DEMOCRAT,1328,MARICOPA,4013,KYRSTEN SINEMA
0178 DESERT HAVEN,GREEN,62,MARICOPA,4013,ANGELA GREEN
0178 DESERT HAVEN,REPUBLICAN,1894,MARICOPA,4013,MARTHA MCSALLY
0179 DESERT HIGHLANDS,DEMOCRAT,698,MARICOPA,4013,KYRSTEN SINEMA
0179 DESERT HIGHLANDS,GREEN,11,MARICOPA,4013,ANGELA GREEN
0179 DESERT HIGHLANDS,REPUBLICAN,1468,MARICOPA,4013,MARTHA MCSALLY
018,DEMOCRAT,1206,PIMA,4019,KYRSTEN SINEMA
018,GREEN,42,PIMA,4019,ANGELA GREEN
018,REPUBLICAN,174,PIMA,4019,MARTHA MCSALLY
0180 DESERT HILLS,DEMOCRAT,746,MARICOPA,4013,KYRSTEN SINEMA
0180 DESERT HILLS,GREEN,27,MARICOPA,4013,ANGELA GREEN
0180 DESERT HILLS,REPUBLICAN,1858,MARICOPA,4013,MARTHA MCSALLY
0181 DESERT MIRAGE,DEMOCRAT,837,MARICOPA,4013,KYRSTEN SINEMA
0181 DESERT MIRAGE,GREEN,52,MARICOPA,4013,ANGELA GREEN
0181 DESERT MIRAGE,REPUBLICAN,652,MARICOPA,4013,MARTHA MCSALLY
0182 DESERT OASIS,DEMOCRAT,1023,MARICOPA,4013,KYRSTEN SINEMA
0182 DESERT OASIS,GREEN,86,MARICOPA,4013,ANGELA GREEN
0182 DESERT OASIS,REPUBLICAN,2073,MARICOPA,4013,MARTHA MCSALLY
0183 DESERT SAGE,DEMOCRAT,1701,MARICOPA,4013,KYRSTEN SINEMA
0183 DESERT SAGE,GREEN,60,MARICOPA,4013,ANGELA GREEN
0183 DESERT SAGE,REPUBLICAN,2405,MARICOPA,4013,MARTHA MCSALLY
0184 DESERT SKY,DEMOCRAT,885,MARICOPA,4013,KYRSTEN SINEMA
0184 DESERT SKY,GREEN,53,MARICOPA,4013,ANGELA GREEN
0184 DESERT SKY,REPUBLICAN,201,MARICOPA,4013,MARTHA MCSALLY
0185 DESERT THUNDER,DEMOCRAT,1542,MARICOPA,4013,KYRSTEN SINEMA
0185 DESERT THUNDER,GREEN,69,MARICOPA,4013,ANGELA GREEN
0185 DESERT THUNDER,REPUBLICAN,1249,MARICOPA,4013,MARTHA MCSALLY
0186 DESERT VISTA,DEMOCRAT,710,MARICOPA,4013,KYRSTEN SINEMA
0186 DESERT VISTA,GREEN,26,MARICOPA,4013,ANGELA GREEN
0186 DESERT VISTA,REPUBLICAN,651,MARICOPA,4013,MARTHA MCSALLY
0187 DESOTO,DEMOCRAT,650,MARICOPA,4013,KYRSTEN SINEMA
0187 DESOTO,GREEN,27,MARICOPA,4013,ANGELA GREEN
0187 DESOTO,REPUBLICAN,506,MARICOPA,4013,MARTHA MCSALLY
0188 DESSIE,DEMOCRAT,815,MARICOPA,4013,KYRSTEN SINEMA
0188 DESSIE,GREEN,44,MARICOPA,4013,ANGELA GREEN
0188 DESSIE,REPUBLICAN,202,MARICOPA,4013,MARTHA MCSALLY
0189 DEVONSHIRE,DEMOCRAT,1866,MARICOPA,4013,KYRSTEN SINEMA
0189 DEVONSHIRE,GREEN,71,MARICOPA,4013,ANGELA GREEN
0189 DEVONSHIRE,REPUBLICAN,1311,MARICOPA,4013,MARTHA MCSALLY
019,DEMOCRAT,137,PIMA,4019,KYRSTEN SINEMA
019,GREEN,8,PIMA,4019,ANGELA GREEN
019,REPUBLICAN,174,PIMA,4019,MARTHA MCSALLY
0190 DIABLO,DEMOCRAT,778,MARICOPA,4013,KYRSTEN SINEMA
0190 DIABLO,GREEN,35,MARICOPA,4013,ANGELA GREEN
0190 DIABLO,REPUBLICAN,381,MARICOPA,4013,MARTHA MCSALLY
0191 DIXILETA,DEMOCRAT,1836,MARICOPA,4013,KYRSTEN SINEMA
0191 DIXILETA,GREEN,75,MARICOPA,4013,ANGELA GREEN
0191 DIXILETA,REPUBLICAN,2736,MARICOPA,4013,MARTHA MCSALLY
0192 DOBBINS RANCH,DEMOCRAT,2496,MARICOPA,4013,KYRSTEN SINEMA
0192 DOBBINS RANCH,GREEN,119,MARICOPA,4013,ANGELA GREEN
0192 DOBBINS RANCH,REPUBLICAN,1075,MARICOPA,4013,MARTHA MCSALLY
0193 DOBSON PARK,DEMOCRAT,631,MARICOPA,4013,KYRSTEN SINEMA
0193 DOBSON PARK,GREEN,20,MARICOPA,4013,ANGELA GREEN
0193 DOBSON PARK,REPUBLICAN,657,MARICOPA,4013,MARTHA MCSALLY
0194 DOBSON RANCH,DEMOCRAT,1985,MARICOPA,4013,KYRSTEN SINEMA
0194 DOBSON RANCH,GREEN,67,MARICOPA,4013,ANGELA GREEN
0194 DOBSON RANCH,REPUBLICAN,1360,MARICOPA,4013,MARTHA MCSALLY
0195 DOUBLETREE,DEMOCRAT,940,MARICOPA,4013,KYRSTEN SINEMA
0195 DOUBLETREE,GREEN,11,MARICOPA,4013,ANGELA GREEN
0195 DOUBLETREE,REPUBLICAN,1298,MARICOPA,4013,MARTHA MCSALLY
0196 DOVE VALLEY,DEMOCRAT,644,MARICOPA,4013,KYRSTEN SINEMA
0196 DOVE VALLEY,GREEN,17,MARICOPA,4013,ANGELA GREEN
0196 DOVE VALLEY,REPUBLICAN,1041,MARICOPA,4013,MARTHA MCSALLY
0197 DOVER,DEMOCRAT,691,MARICOPA,4013,KYRSTEN SINEMA
0197 DOVER,GREEN,20,MARICOPA,4013,ANGELA GREEN
0197 DOVER,REPUBLICAN,365,MARICOPA,4013,MARTHA MCSALLY
0198 DREAMLAND VILLA,DEMOCRAT,1546,MARICOPA,4013,KYRSTEN SINEMA
0198 DREAMLAND VILLA,GREEN,119,MARICOPA,4013,ANGELA GREEN
0198 DREAMLAND VILLA,REPUBLICAN,1859,MARICOPA,4013,MARTHA MCSALLY
0199 DREAMY DRAW,DEMOCRAT,877,MARICOPA,4013,KYRSTEN SINEMA
0199 DREAMY DRAW,GREEN,45,MARICOPA,4013,ANGELA GREEN
0199 DREAMY DRAW,REPUBLICAN,420,MARICOPA,4013,MARTHA MCSALLY
02 PAINTED DESERT,DEMOCRAT,625,NAVAJO,4017,KYRSTEN SINEMA
02 PAINTED DESERT,GREEN,24,NAVAJO,4017,ANGELA GREEN
02 PAINTED DESERT,REPUBLICAN,154,NAVAJO,4017,MARTHA MCSALLY
020,DEMOCRAT,1247,PIMA,4019,KYRSTEN SINEMA
020,GREEN,62,PIMA,4019,ANGELA GREEN
020,REPUBLICAN,261,PIMA,4019,MARTHA MCSALLY
0200 DREYFUS,DEMOCRAT,979,MARICOPA,4013,KYRSTEN SINEMA
0200 DREYFUS,GREEN,27,MARICOPA,4013,ANGELA GREEN
0200 DREYFUS,REPUBLICAN,933,MARICOPA,4013,MARTHA MCSALLY
0201 DRIFTWOOD,DEMOCRAT,1379,MARICOPA,4013,KYRSTEN SINEMA
0201 DRIFTWOOD,GREEN,57,MARICOPA,4013,ANGELA GREEN
0201 DRIFTWOOD,REPUBLICAN,1910,MARICOPA,4013,MARTHA MCSALLY
0202 DUBLIN,DEMOCRAT,1040,MARICOPA,4013,KYRSTEN SINEMA
0202 DUBLIN,GREEN,46,MARICOPA,4013,ANGELA GREEN
0202 DUBLIN,REPUBLICAN,735,MARICOPA,4013,MARTHA MCSALLY
0203 DUKE,DEMOCRAT,946,MARICOPA,4013,KYRSTEN SINEMA
0203 DUKE,GREEN,44,MARICOPA,4013,ANGELA GREEN
0203 DUKE,REPUBLICAN,612,MARICOPA,4013,MARTHA MCSALLY
0204 DUNBAR,DEMOCRAT,719,MARICOPA,4013,KYRSTEN SINEMA
0204 DUNBAR,GREEN,32,MARICOPA,4013,ANGELA GREEN
0204 DUNBAR,REPUBLICAN,106,MARICOPA,4013,MARTHA MCSALLY
0205 DURANGO,DEMOCRAT,669,MARICOPA,4013,KYRSTEN SINEMA
0205 DURANGO,GREEN,48,MARICOPA,4013,ANGELA GREEN
0205 DURANGO,REPUBLICAN,694,MARICOPA,4013,MARTHA MCSALLY
0206 DUSTY TRAIL,DEMOCRAT,1821,MARICOPA,4013,KYRSTEN SINEMA
0206 DUSTY TRAIL,GREEN,80,MARICOPA,4013,ANGELA GREEN
0206 DUSTY TRAIL,REPUBLICAN,3484,MARICOPA,4013,MARTHA MCSALLY
0207 DWIGHT,DEMOCRAT,1120,MARICOPA,4013,KYRSTEN SINEMA
0207 DWIGHT,GREEN,61,MARICOPA,4013,ANGELA GREEN
0207 DWIGHT,REPUBLICAN,396,MARICOPA,4013,MARTHA MCSALLY
0208 DYNAMITE,DEMOCRAT,1153,MARICOPA,4013,KYRSTEN SINEMA
0208 DYNAMITE,GREEN,28,MARICOPA,4013,ANGELA GREEN
0208 DYNAMITE,REPUBLICAN,1394,MARICOPA,4013,MARTHA MCSALLY
0209 DYSART,DEMOCRAT,353,MARICOPA,4013,KYRSTEN SINEMA
0209 DYSART,GREEN,21,MARICOPA,4013,ANGELA GREEN
0209 DYSART,REPUBLICAN,364,MARICOPA,4013,MARTHA MCSALLY
021,DEMOCRAT,1264,PIMA,4019,KYRSTEN SINEMA
021,GREEN,47,PIMA,4019,ANGELA GREEN
021,REPUBLICAN,976,PIMA,4019,MARTHA MCSALLY
0210 EASTMARK,DEMOCRAT,420,MARICOPA,4013,KYRSTEN SINEMA
0210 EASTMARK,GREEN,17,MARICOPA,4013,ANGELA GREEN
0210 EASTMARK,REPUBLICAN,508,MARICOPA,4013,MARTHA MCSALLY
0211 EASTRIDGE,DEMOCRAT,687,MARICOPA,4013,KYRSTEN SINEMA
0211 EASTRIDGE,GREEN,48,MARICOPA,4013,ANGELA GREEN
0211 EASTRIDGE,REPUBLICAN,922,MARICOPA,4013,MARTHA MCSALLY
0212 ECHO,DEMOCRAT,596,MARICOPA,4013,KYRSTEN SINEMA
0212 ECHO,GREEN,41,MARICOPA,4013,ANGELA GREEN
0212 ECHO,REPUBLICAN,330,MARICOPA,4013,MARTHA MCSALLY
0213 EDISON,DEMOCRAT,881,MARICOPA,4013,KYRSTEN SINEMA
0213 EDISON,GREEN,47,MARICOPA,4013,ANGELA GREEN
0213 EDISON,REPUBLICAN,132,MARICOPA,4013,MARTHA MCSALLY
0214 EL CARO,DEMOCRAT,1507,MARICOPA,4013,KYRSTEN SINEMA
0214 EL CARO,GREEN,70,MARICOPA,4013,ANGELA GREEN
0214 EL CARO,REPUBLICAN,716,MARICOPA,4013,MARTHA MCSALLY
0215 EL DOMINGO,DEMOCRAT,1061,MARICOPA,4013,KYRSTEN SINEMA
0215 EL DOMINGO,GREEN,37,MARICOPA,4013,ANGELA GREEN
0215 EL DOMINGO,REPUBLICAN,505,MARICOPA,4013,MARTHA MCSALLY
0216 EL MIRAGE,DEMOCRAT,1312,MARICOPA,4013,KYRSTEN SINEMA
0216 EL MIRAGE,GREEN,79,MARICOPA,4013,ANGELA GREEN
0216 EL MIRAGE,REPUBLICAN,753,MARICOPA,4013,MARTHA MCSALLY
0217 ELLSWORTH PARK,DEMOCRAT,507,MARICOPA,4013,KYRSTEN SINEMA
0217 ELLSWORTH PARK,GREEN,31,MARICOPA,4013,ANGELA GREEN
0217 ELLSWORTH PARK,REPUBLICAN,538,MARICOPA,4013,MARTHA MCSALLY
0218 ELWOOD,DEMOCRAT,1418,MARICOPA,4013,KYRSTEN SINEMA
0218 ELWOOD,GREEN,80,MARICOPA,4013,ANGELA GREEN
0218 ELWOOD,REPUBLICAN,362,MARICOPA,4013,MARTHA MCSALLY
0219 EMERALD,DEMOCRAT,846,MARICOPA,4013,KYRSTEN SINEMA
0219 EMERALD,GREEN,41,MARICOPA,4013,ANGELA GREEN
0219 EMERALD,REPUBLICAN,1065,MARICOPA,4013,MARTHA MCSALLY
022,DEMOCRAT,1308,PIMA,4019,KYRSTEN SINEMA
022,GREEN,75,PIMA,4019,ANGELA GREEN
022,REPUBLICAN,501,PIMA,4019,MARTHA MCSALLY
0220 EMMETT,DEMOCRAT,1345,MARICOPA,4013,KYRSTEN SINEMA
0220 EMMETT,GREEN,69,MARICOPA,4013,ANGELA GREEN
0220 EMMETT,REPUBLICAN,989,MARICOPA,4013,MARTHA MCSALLY
0221 ENCANTO,DEMOCRAT,1716,MARICOPA,4013,KYRSTEN SINEMA
0221 ENCANTO,GREEN,40,MARICOPA,4013,ANGELA GREEN
0221 ENCANTO,REPUBLICAN,434,MARICOPA,4013,MARTHA MCSALLY
0222 ENID PARK,DEMOCRAT,937,MARICOPA,4013,KYRSTEN SINEMA
0222 ENID PARK,GREEN,61,MARICOPA,4013,ANGELA GREEN
0222 ENID PARK,REPUBLICAN,1341,MARICOPA,4013,MARTHA MCSALLY
0223 ENTZ,DEMOCRAT,673,MARICOPA,4013,KYRSTEN SINEMA
0223 ENTZ,GREEN,30,MARICOPA,4013,ANGELA GREEN
0223 ENTZ,REPUBLICAN,1316,MARICOPA,4013,MARTHA MCSALLY
0224 ESCALANTE,DEMOCRAT,1409,MARICOPA,4013,KYRSTEN SINEMA
0224 ESCALANTE,GREEN,53,MARICOPA,4013,ANGELA GREEN
0224 ESCALANTE,REPUBLICAN,345,MARICOPA,4013,MARTHA MCSALLY
0225 ESCOBAR,DEMOCRAT,484,MARICOPA,4013,KYRSTEN SINEMA
0225 ESCOBAR,GREEN,32,MARICOPA,4013,ANGELA GREEN
0225 ESCOBAR,REPUBLICAN,382,MARICOPA,4013,MARTHA MCSALLY
0226 ESCONDIDO,DEMOCRAT,1525,MARICOPA,4013,KYRSTEN SINEMA
0226 ESCONDIDO,GREEN,81,MARICOPA,4013,ANGELA GREEN
0226 ESCONDIDO,REPUBLICAN,1743,MARICOPA,4013,MARTHA MCSALLY
0227 ESQUIRE,DEMOCRAT,1393,MARICOPA,4013,KYRSTEN SINEMA
0227 ESQUIRE,GREEN,81,MARICOPA,4013,ANGELA GREEN
0227 ESQUIRE,REPUBLICAN,561,MARICOPA,4013,MARTHA MCSALLY
0228 ESTRELLA FOOTHILLS,DEMOCRAT,1616,MARICOPA,4013,KYRSTEN SINEMA
0228 ESTRELLA FOOTHILLS,GREEN,64,MARICOPA,4013,ANGELA GREEN
0228 ESTRELLA FOOTHILLS,REPUBLICAN,1866,MARICOPA,4013,MARTHA MCSALLY
0229 EUCLID,DEMOCRAT,1657,MARICOPA,4013,KYRSTEN SINEMA
0229 EUCLID,GREEN,53,MARICOPA,4013,ANGELA GREEN
0229 EUCLID,REPUBLICAN,561,MARICOPA,4013,MARTHA MCSALLY
023,DEMOCRAT,1411,PIMA,4019,KYRSTEN SINEMA
023,GREEN,60,PIMA,4019,ANGELA GREEN
023,REPUBLICAN,541,PIMA,4019,MARTHA MCSALLY
0230 EVANS,DEMOCRAT,578,MARICOPA,4013,KYRSTEN SINEMA
0230 EVANS,GREEN,17,MARICOPA,4013,ANGELA GREEN
0230 EVANS,REPUBLICAN,588,MARICOPA,4013,MARTHA MCSALLY
0231 FAIRWAY,DEMOCRAT,788,MARICOPA,4013,KYRSTEN SINEMA
0231 FAIRWAY,GREEN,49,MARICOPA,4013,ANGELA GREEN
0231 FAIRWAY,REPUBLICAN,651,MARICOPA,4013,MARTHA MCSALLY
0232 FALCON HILL,DEMOCRAT,1507,MARICOPA,4013,KYRSTEN SINEMA
0232 FALCON HILL,GREEN,97,MARICOPA,4013,ANGELA GREEN
0232 FALCON HILL,REPUBLICAN,2301,MARICOPA,4013,MARTHA MCSALLY
0233 FENIMORE,DEMOCRAT,1237,MARICOPA,4013,KYRSTEN SINEMA
0233 FENIMORE,GREEN,79,MARICOPA,4013,ANGELA GREEN
0233 FENIMORE,REPUBLICAN,2306,MARICOPA,4013,MARTHA MCSALLY
0234 FESTIVAL,DEMOCRAT,1288,MARICOPA,4013,KYRSTEN SINEMA
0234 FESTIVAL,GREEN,40,MARICOPA,4013,ANGELA GREEN
0234 FESTIVAL,REPUBLICAN,2053,MARICOPA,4013,MARTHA MCSALLY
0235 FIESTA RANCH,DEMOCRAT,1314,MARICOPA,4013,KYRSTEN SINEMA
0235 FIESTA RANCH,GREEN,52,MARICOPA,4013,ANGELA GREEN
0235 FIESTA RANCH,REPUBLICAN,1203,MARICOPA,4013,MARTHA MCSALLY
0236 FOLLEY,DEMOCRAT,2172,MARICOPA,4013,KYRSTEN SINEMA
0236 FOLLEY,GREEN,73,MARICOPA,4013,ANGELA GREEN
0236 FOLLEY,REPUBLICAN,1400,MARICOPA,4013,MARTHA MCSALLY
0237 FOOTHILLS,DEMOCRAT,1702,MARICOPA,4013,KYRSTEN SINEMA
0237 FOOTHILLS,GREEN,38,MARICOPA,4013,ANGELA GREEN
0237 FOOTHILLS,REPUBLICAN,1607,MARICOPA,4013,MARTHA MCSALLY
0238 FORT MCDOWELL,DEMOCRAT,154,MARICOPA,4013,KYRSTEN SINEMA
0238 FORT MCDOWELL,GREEN,5,MARICOPA,4013,ANGELA GREEN
0238 FORT MCDOWELL,REPUBLICAN,41,MARICOPA,4013,MARTHA MCSALLY
0239 FOUNTAIN HILLS,DEMOCRAT,835,MARICOPA,4013,KYRSTEN SINEMA
0239 FOUNTAIN HILLS,GREEN,27,MARICOPA,4013,ANGELA GREEN
0239 FOUNTAIN HILLS,REPUBLICAN,1275,MARICOPA,4013,MARTHA MCSALLY
024,DEMOCRAT,605,PIMA,4019,KYRSTEN SINEMA
024,GREEN,32,PIMA,4019,ANGELA GREEN
024,REPUBLICAN,759,PIMA,4019,MARTHA MCSALLY
0240 FOUR PEAKS,DEMOCRAT,1241,MARICOPA,4013,KYRSTEN SINEMA
0240 FOUR PEAKS,GREEN,47,MARICOPA,4013,ANGELA GREEN
0240 FOUR PEAKS,REPUBLICAN,1648,MARICOPA,4013,MARTHA MCSALLY
0241 FOX CROSSING,DEMOCRAT,1410,MARICOPA,4013,KYRSTEN SINEMA
0241 FOX CROSSING,GREEN,45,MARICOPA,4013,ANGELA GREEN
0241 FOX CROSSING,REPUBLICAN,1054,MARICOPA,4013,MARTHA MCSALLY
0242 FOXWOOD,DEMOCRAT,646,MARICOPA,4013,KYRSTEN SINEMA
0242 FOXWOOD,GREEN,33,MARICOPA,4013,ANGELA GREEN
0242 FOXWOOD,REPUBLICAN,641,MARICOPA,4013,MARTHA MCSALLY
0243 FREMONT,DEMOCRAT,633,MARICOPA,4013,KYRSTEN SINEMA
0243 FREMONT,GREEN,51,MARICOPA,4013,ANGELA GREEN
0243 FREMONT,REPUBLICAN,989,MARICOPA,4013,MARTHA MCSALLY
