precinct,party_detailed,votes,county_name,county_fips,candidate
0341 KEIM,DEMOCRAT,1145,MARICOPA,4013,KYRSTEN SINEMA
0341 KEIM,GREEN,56,MARICOPA,4013,ANGELA GREEN
0341 KEIM,REPUBLICAN,493,MARICOPA,4013,MARTHA MCSALLY
0342 KENLY FARMS,DEMOCRAT,1253,MARICOPA,4013,KYRSTEN SINEMA
0342 KENLY FARMS,GREEN,50,MARICOPA,4013,ANGELA GREEN
0342 KENLY FARMS,REPUBLICAN,1768,MARICOPA,4013,MARTHA MCSALLY
0343 KIMBERLY,DEMOCRAT,434,MARICOPA,4013,KYRSTEN SINEMA
0343 KIMBERLY,GREEN,26,MARICOPA,4013,ANGELA GREEN
0343 KIMBERLY,REPUBLICAN,582,MARICOPA,4013,MARTHA MCSALLY
0344 KINGS,DEMOCRAT,997,MARICOPA,4013,KYRSTEN SINEMA
0344 KINGS,GREEN,69,MARICOPA,4013,ANGELA GREEN
0344 KINGS,REPUBLICAN,1048,MARICOPA,4013,MARTHA MCSALLY
0345 KIVA,DEMOCRAT,337,MARICOPA,4013,KYRSTEN SINEMA
0345 KIVA,GREEN,3,MARICOPA,4013,ANGELA GREEN
0345 KIVA,REPUBLICAN,498,MARICOPA,4013,MARTHA MCSALLY
0346 KLEINMAN,DEMOCRAT,1400,MARICOPA,4013,KYRSTEN SINEMA
0346 KLEINMAN,GREEN,86,MARICOPA,4013,ANGELA GREEN
0346 KLEINMAN,REPUBLICAN,692,MARICOPA,4013,MARTHA MCSALLY
0347 KODIAK,DEMOCRAT,412,MARICOPA,4013,KYRSTEN SINEMA
0347 KODIAK,GREEN,21,MARICOPA,4013,ANGELA GREEN
0347 KODIAK,REPUBLICAN,585,MARICOPA,4013,MARTHA MCSALLY
0348 KOKOPELLI,DEMOCRAT,1849,MARICOPA,4013,KYRSTEN SINEMA
0348 KOKOPELLI,GREEN,79,MARICOPA,4013,ANGELA GREEN
0348 KOKOPELLI,REPUBLICAN,1080,MARICOPA,4013,MARTHA MCSALLY
0349 KOMATKE,DEMOCRAT,188,MARICOPA,4013,KYRSTEN SINEMA
0349 KOMATKE,GREEN,12,MARICOPA,4013,ANGELA GREEN
0349 KOMATKE,REPUBLICAN,19,MARICOPA,4013,MARTHA MCSALLY
035,DEMOCRAT,234,PIMA,4019,KYRSTEN SINEMA
035,GREEN,7,PIMA,4019,ANGELA GREEN
035,REPUBLICAN,233,PIMA,4019,MARTHA MCSALLY
0350 LA REATA,DEMOCRAT,679,MARICOPA,4013,KYRSTEN SINEMA
0350 LA REATA,GREEN,36,MARICOPA,4013,ANGELA GREEN
0350 LA REATA,REPUBLICAN,509,MARICOPA,4013,MARTHA MCSALLY
0351 LA SOLANA,DEMOCRAT,1494,MARICOPA,4013,KYRSTEN SINEMA
0351 LA SOLANA,GREEN,44,MARICOPA,4013,ANGELA GREEN
0351 LA SOLANA,REPUBLICAN,2245,MARICOPA,4013,MARTHA MCSALLY
0352 LAKE PLEASANT,DEMOCRAT,1214,MARICOPA,4013,KYRSTEN SINEMA
0352 LAKE PLEASANT,GREEN,43,MARICOPA,4013,ANGELA GREEN
0352 LAKE PLEASANT,REPUBLICAN,2277,MARICOPA,4013,MARTHA MCSALLY
0353 LAKEVIEW,DEMOCRAT,450,MARICOPA,4013,KYRSTEN SINEMA
0353 LAKEVIEW,GREEN,21,MARICOPA,4013,ANGELA GREEN
0353 LAKEVIEW,REPUBLICAN,613,MARICOPA,4013,MARTHA MCSALLY
0354 LAKEWOOD,DEMOCRAT,1693,MARICOPA,4013,KYRSTEN SINEMA
0354 LAKEWOOD,GREEN,44,MARICOPA,4013,ANGELA GREEN
0354 LAKEWOOD,REPUBLICAN,1218,MARICOPA,4013,MARTHA MCSALLY
0355 LAMAR,DEMOCRAT,711,MARICOPA,4013,KYRSTEN SINEMA
0355 LAMAR,GREEN,12,MARICOPA,4013,ANGELA GREEN
0355 LAMAR,REPUBLICAN,504,MARICOPA,4013,MARTHA MCSALLY
0356 LANTANA CANYON,DEMOCRAT,1791,MARICOPA,4013,KYRSTEN SINEMA
0356 LANTANA CANYON,GREEN,42,MARICOPA,4013,ANGELA GREEN
0356 LANTANA CANYON,REPUBLICAN,1762,MARICOPA,4013,MARTHA MCSALLY
0357 LAREDO,DEMOCRAT,1220,MARICOPA,4013,KYRSTEN SINEMA
0357 LAREDO,GREEN,62,MARICOPA,4013,ANGELA GREEN
0357 LAREDO,REPUBLICAN,1190,MARICOPA,4013,MARTHA MCSALLY
0358 LAS COLINAS,DEMOCRAT,1015,MARICOPA,4013,KYRSTEN SINEMA
0358 LAS COLINAS,GREEN,56,MARICOPA,4013,ANGELA GREEN
0358 LAS COLINAS,REPUBLICAN,1462,MARICOPA,4013,MARTHA MCSALLY
0359 LAS SENDAS,DEMOCRAT,1281,MARICOPA,4013,KYRSTEN SINEMA
0359 LAS SENDAS,GREEN,31,MARICOPA,4013,ANGELA GREEN
0359 LAS SENDAS,REPUBLICAN,2233,MARICOPA,4013,MARTHA MCSALLY
036,DEMOCRAT,1277,PIMA,4019,KYRSTEN SINEMA
036,GREEN,86,PIMA,4019,ANGELA GREEN
036,REPUBLICAN,617,PIMA,4019,MARTHA MCSALLY
0360 LASSEN,DEMOCRAT,1207,MARICOPA,4013,KYRSTEN SINEMA
0360 LASSEN,GREEN,72,MARICOPA,4013,ANGELA GREEN
0360 LASSEN,REPUBLICAN,294,MARICOPA,4013,MARTHA MCSALLY
0361 LAUREL,DEMOCRAT,569,MARICOPA,4013,KYRSTEN SINEMA
0361 LAUREL,GREEN,20,MARICOPA,4013,ANGELA GREEN
0361 LAUREL,REPUBLICAN,674,MARICOPA,4013,MARTHA MCSALLY
0362 LAVEEN,DEMOCRAT,945,MARICOPA,4013,KYRSTEN SINEMA
0362 LAVEEN,GREEN,37,MARICOPA,4013,ANGELA GREEN
0362 LAVEEN,REPUBLICAN,239,MARICOPA,4013,MARTHA MCSALLY
0363 LAVEEN MEADOWS,DEMOCRAT,2226,MARICOPA,4013,KYRSTEN SINEMA
0363 LAVEEN MEADOWS,GREEN,102,MARICOPA,4013,ANGELA GREEN
0363 LAVEEN MEADOWS,REPUBLICAN,707,MARICOPA,4013,MARTHA MCSALLY
0364 LAYTON LAKES,DEMOCRAT,162,MARICOPA,4013,KYRSTEN SINEMA
0364 LAYTON LAKES,GREEN,11,MARICOPA,4013,ANGELA GREEN
0364 LAYTON LAKES,REPUBLICAN,192,MARICOPA,4013,MARTHA MCSALLY
0365 LEHI,DEMOCRAT,483,MARICOPA,4013,KYRSTEN SINEMA
0365 LEHI,GREEN,44,MARICOPA,4013,ANGELA GREEN
0365 LEHI,REPUBLICAN,888,MARICOPA,4013,MARTHA MCSALLY
0366 LEISURE WORLD,DEMOCRAT,729,MARICOPA,4013,KYRSTEN SINEMA
0366 LEISURE WORLD,GREEN,30,MARICOPA,4013,ANGELA GREEN
0366 LEISURE WORLD,REPUBLICAN,1086,MARICOPA,4013,MARTHA MCSALLY
0367 LEWIS,DEMOCRAT,576,MARICOPA,4013,KYRSTEN SINEMA
0367 LEWIS,GREEN,31,MARICOPA,4013,ANGELA GREEN
0367 LEWIS,REPUBLICAN,131,MARICOPA,4013,MARTHA MCSALLY
0368 LIBBY,DEMOCRAT,561,MARICOPA,4013,KYRSTEN SINEMA
0368 LIBBY,GREEN,41,MARICOPA,4013,ANGELA GREEN
0368 LIBBY,REPUBLICAN,722,MARICOPA,4013,MARTHA MCSALLY
0369 LIBERTY,DEMOCRAT,467,MARICOPA,4013,KYRSTEN SINEMA
0369 LIBERTY,GREEN,26,MARICOPA,4013,ANGELA GREEN
0369 LIBERTY,REPUBLICAN,716,MARICOPA,4013,MARTHA MCSALLY
037,DEMOCRAT,590,PIMA,4019,KYRSTEN SINEMA
037,GREEN,25,PIMA,4019,ANGELA GREEN
037,REPUBLICAN,133,PIMA,4019,MARTHA MCSALLY
0370 LINDNER,DEMOCRAT,820,MARICOPA,4013,KYRSTEN SINEMA
0370 LINDNER,GREEN,48,MARICOPA,4013,ANGELA GREEN
0370 LINDNER,REPUBLICAN,1017,MARICOPA,4013,MARTHA MCSALLY
0371 LITCHFIELD,DEMOCRAT,570,MARICOPA,4013,KYRSTEN SINEMA
0371 LITCHFIELD,GREEN,21,MARICOPA,4013,ANGELA GREEN
0371 LITCHFIELD,REPUBLICAN,612,MARICOPA,4013,MARTHA MCSALLY
0372 LOBO,DEMOCRAT,728,MARICOPA,4013,KYRSTEN SINEMA
0372 LOBO,GREEN,29,MARICOPA,4013,ANGELA GREEN
0372 LOBO,REPUBLICAN,1018,MARICOPA,4013,MARTHA MCSALLY
0373 LOLA,DEMOCRAT,994,MARICOPA,4013,KYRSTEN SINEMA
0373 LOLA,GREEN,49,MARICOPA,4013,ANGELA GREEN
0373 LOLA,REPUBLICAN,923,MARICOPA,4013,MARTHA MCSALLY
0374 LOMA LINDA,DEMOCRAT,1618,MARICOPA,4013,KYRSTEN SINEMA
0374 LOMA LINDA,GREEN,68,MARICOPA,4013,ANGELA GREEN
0374 LOMA LINDA,REPUBLICAN,526,MARICOPA,4013,MARTHA MCSALLY
0375 LOMA VERDES,DEMOCRAT,542,MARICOPA,4013,KYRSTEN SINEMA
0375 LOMA VERDES,GREEN,20,MARICOPA,4013,ANGELA GREEN
0375 LOMA VERDES,REPUBLICAN,992,MARICOPA,4013,MARTHA MCSALLY
0376 LONE BUTTE,DEMOCRAT,6,MARICOPA,4013,KYRSTEN SINEMA
0376 LONE BUTTE,GREEN,0,MARICOPA,4013,ANGELA GREEN
0376 LONE BUTTE,REPUBLICAN,1,MARICOPA,4013,MARTHA MCSALLY
0377 LONE MOUNTAIN,DEMOCRAT,1823,MARICOPA,4013,KYRSTEN SINEMA
0377 LONE MOUNTAIN,GREEN,55,MARICOPA,4013,ANGELA GREEN
0377 LONE MOUNTAIN,REPUBLICAN,3140,MARICOPA,4013,MARTHA MCSALLY
0378 LONESOME,DEMOCRAT,971,MARICOPA,4013,KYRSTEN SINEMA
0378 LONESOME,GREEN,45,MARICOPA,4013,ANGELA GREEN
0378 LONESOME,REPUBLICAN,249,MARICOPA,4013,MARTHA MCSALLY
0379 LONGBOW,DEMOCRAT,643,MARICOPA,4013,KYRSTEN SINEMA
0379 LONGBOW,GREEN,27,MARICOPA,4013,ANGELA GREEN
0379 LONGBOW,REPUBLICAN,1254,MARICOPA,4013,MARTHA MCSALLY
038,DEMOCRAT,863,PIMA,4019,KYRSTEN SINEMA
038,GREEN,52,PIMA,4019,ANGELA GREEN
038,REPUBLICAN,389,PIMA,4019,MARTHA MCSALLY
0380 LONGHORN,DEMOCRAT,1492,MARICOPA,4013,KYRSTEN SINEMA
0380 LONGHORN,GREEN,50,MARICOPA,4013,ANGELA GREEN
0380 LONGHORN,REPUBLICAN,1381,MARICOPA,4013,MARTHA MCSALLY
0381 LONGMORE,DEMOCRAT,448,MARICOPA,4013,KYRSTEN SINEMA
0381 LONGMORE,GREEN,34,MARICOPA,4013,ANGELA GREEN
0381 LONGMORE,REPUBLICAN,222,MARICOPA,4013,MARTHA MCSALLY
0382 LOOKOUT RIDGE,DEMOCRAT,1122,MARICOPA,4013,KYRSTEN SINEMA
0382 LOOKOUT RIDGE,GREEN,24,MARICOPA,4013,ANGELA GREEN
0382 LOOKOUT RIDGE,REPUBLICAN,1077,MARICOPA,4013,MARTHA MCSALLY
0383 LOS ALAMOS,DEMOCRAT,615,MARICOPA,4013,KYRSTEN SINEMA
0383 LOS ALAMOS,GREEN,39,MARICOPA,4013,ANGELA GREEN
0383 LOS ALAMOS,REPUBLICAN,1300,MARICOPA,4013,MARTHA MCSALLY
0384 LOS GATOS,DEMOCRAT,1227,MARICOPA,4013,KYRSTEN SINEMA
0384 LOS GATOS,GREEN,35,MARICOPA,4013,ANGELA GREEN
0384 LOS GATOS,REPUBLICAN,1644,MARICOPA,4013,MARTHA MCSALLY
0385 LOWELL,DEMOCRAT,506,MARICOPA,4013,KYRSTEN SINEMA
0385 LOWELL,GREEN,23,MARICOPA,4013,ANGELA GREEN
0385 LOWELL,REPUBLICAN,114,MARICOPA,4013,MARTHA MCSALLY
0386 LUDDEN,DEMOCRAT,1691,MARICOPA,4013,KYRSTEN SINEMA
0386 LUDDEN,GREEN,119,MARICOPA,4013,ANGELA GREEN
0386 LUDDEN,REPUBLICAN,1933,MARICOPA,4013,MARTHA MCSALLY
0387 LUKE,DEMOCRAT,1246,MARICOPA,4013,KYRSTEN SINEMA
0387 LUKE,GREEN,53,MARICOPA,4013,ANGELA GREEN
0387 LUKE,REPUBLICAN,457,MARICOPA,4013,MARTHA MCSALLY
0388 LUKE FIELD,DEMOCRAT,723,MARICOPA,4013,KYRSTEN SINEMA
0388 LUKE FIELD,GREEN,42,MARICOPA,4013,ANGELA GREEN
0388 LUKE FIELD,REPUBLICAN,627,MARICOPA,4013,MARTHA MCSALLY
0389 LYNWOOD,DEMOCRAT,941,MARICOPA,4013,KYRSTEN SINEMA
0389 LYNWOOD,GREEN,52,MARICOPA,4013,ANGELA GREEN
0389 LYNWOOD,REPUBLICAN,111,MARICOPA,4013,MARTHA MCSALLY
039,DEMOCRAT,1116,PIMA,4019,KYRSTEN SINEMA
039,GREEN,46,PIMA,4019,ANGELA GREEN
039,REPUBLICAN,1395,PIMA,4019,MARTHA MCSALLY
0390 MADISON HEIGHTS,DEMOCRAT,842,MARICOPA,4013,KYRSTEN SINEMA
0390 MADISON HEIGHTS,GREEN,15,MARICOPA,4013,ANGELA GREEN
0390 MADISON HEIGHTS,REPUBLICAN,705,MARICOPA,4013,MARTHA MCSALLY
0391 MADISON PARK,DEMOCRAT,1903,MARICOPA,4013,KYRSTEN SINEMA
0391 MADISON PARK,GREEN,54,MARICOPA,4013,ANGELA GREEN
0391 MADISON PARK,REPUBLICAN,532,MARICOPA,4013,MARTHA MCSALLY
0392 MADRID,DEMOCRAT,867,MARICOPA,4013,KYRSTEN SINEMA
0392 MADRID,GREEN,41,MARICOPA,4013,ANGELA GREEN
0392 MADRID,REPUBLICAN,170,MARICOPA,4013,MARTHA MCSALLY
0393 MAGGIE,DEMOCRAT,600,MARICOPA,4013,KYRSTEN SINEMA
0393 MAGGIE,GREEN,31,MARICOPA,4013,ANGELA GREEN
0393 MAGGIE,REPUBLICAN,634,MARICOPA,4013,MARTHA MCSALLY
0394 MAGIC STONE,DEMOCRAT,2226,MARICOPA,4013,KYRSTEN SINEMA
0394 MAGIC STONE,GREEN,69,MARICOPA,4013,ANGELA GREEN
0394 MAGIC STONE,REPUBLICAN,1428,MARICOPA,4013,MARTHA MCSALLY
0395 MAJESTY,DEMOCRAT,860,MARICOPA,4013,KYRSTEN SINEMA
0395 MAJESTY,GREEN,34,MARICOPA,4013,ANGELA GREEN
0395 MAJESTY,REPUBLICAN,1390,MARICOPA,4013,MARTHA MCSALLY
0396 MANDALAY,DEMOCRAT,812,MARICOPA,4013,KYRSTEN SINEMA
0396 MANDALAY,GREEN,58,MARICOPA,4013,ANGELA GREEN
0396 MANDALAY,REPUBLICAN,816,MARICOPA,4013,MARTHA MCSALLY
0397 MANISTEE,DEMOCRAT,785,MARICOPA,4013,KYRSTEN SINEMA
0397 MANISTEE,GREEN,42,MARICOPA,4013,ANGELA GREEN
0397 MANISTEE,REPUBLICAN,376,MARICOPA,4013,MARTHA MCSALLY
0398 MANZANITA,DEMOCRAT,542,MARICOPA,4013,KYRSTEN SINEMA
0398 MANZANITA,GREEN,26,MARICOPA,4013,ANGELA GREEN
0398 MANZANITA,REPUBLICAN,423,MARICOPA,4013,MARTHA MCSALLY
0399 MARICOPA,DEMOCRAT,1206,MARICOPA,4013,KYRSTEN SINEMA
0399 MARICOPA,GREEN,43,MARICOPA,4013,ANGELA GREEN
0399 MARICOPA,REPUBLICAN,767,MARICOPA,4013,MARTHA MCSALLY
04 BLACK BUTTES,DEMOCRAT,3069,NAVAJO,4017,KYRSTEN SINEMA
04 BLACK BUTTES,GREEN,163,NAVAJO,4017,ANGELA GREEN
04 BLACK BUTTES,REPUBLICAN,1143,NAVAJO,4017,MARTHA MCSALLY
040,DEMOCRAT,811,PIMA,4019,KYRSTEN SINEMA
040,GREEN,49,PIMA,4019,ANGELA GREEN
040,REPUBLICAN,930,PIMA,4019,MARTHA MCSALLY
0400 MARIGOLD,DEMOCRAT,650,MARICOPA,4013,KYRSTEN SINEMA
0400 MARIGOLD,GREEN,37,MARICOPA,4013,ANGELA GREEN
0400 MARIGOLD,REPUBLICAN,479,MARICOPA,4013,MARTHA MCSALLY
0401 MARIPOSA,DEMOCRAT,765,MARICOPA,4013,KYRSTEN SINEMA
0401 MARIPOSA,GREEN,44,MARICOPA,4013,ANGELA GREEN
0401 MARIPOSA,REPUBLICAN,463,MARICOPA,4013,MARTHA MCSALLY
0402 MARIVUE,DEMOCRAT,1207,MARICOPA,4013,KYRSTEN SINEMA
0402 MARIVUE,GREEN,78,MARICOPA,4013,ANGELA GREEN
0402 MARIVUE,REPUBLICAN,283,MARICOPA,4013,MARTHA MCSALLY
0403 MARLETTE,DEMOCRAT,1706,MARICOPA,4013,KYRSTEN SINEMA
0403 MARLETTE,GREEN,64,MARICOPA,4013,ANGELA GREEN
0403 MARLETTE,REPUBLICAN,793,MARICOPA,4013,MARTHA MCSALLY
0404 MARLEY PARK,DEMOCRAT,894,MARICOPA,4013,KYRSTEN SINEMA
0404 MARLEY PARK,GREEN,48,MARICOPA,4013,ANGELA GREEN
0404 MARLEY PARK,REPUBLICAN,1022,MARICOPA,4013,MARTHA MCSALLY
0405 MARTIN,DEMOCRAT,172,MARICOPA,4013,KYRSTEN SINEMA
0405 MARTIN,GREEN,21,MARICOPA,4013,ANGELA GREEN
0405 MARTIN,REPUBLICAN,317,MARICOPA,4013,MARTHA MCSALLY
0406 MARYLAND,DEMOCRAT,674,MARICOPA,4013,KYRSTEN SINEMA
0406 MARYLAND,GREEN,39,MARICOPA,4013,ANGELA GREEN
0406 MARYLAND,REPUBLICAN,277,MARICOPA,4013,MARTHA MCSALLY
0407 MARYVALE,DEMOCRAT,988,MARICOPA,4013,KYRSTEN SINEMA
0407 MARYVALE,GREEN,38,MARICOPA,4013,ANGELA GREEN
0407 MARYVALE,REPUBLICAN,253,MARICOPA,4013,MARTHA MCSALLY
0408 MAYFLOWER,DEMOCRAT,1526,MARICOPA,4013,KYRSTEN SINEMA
0408 MAYFLOWER,GREEN,53,MARICOPA,4013,ANGELA GREEN
0408 MAYFLOWER,REPUBLICAN,687,MARICOPA,4013,MARTHA MCSALLY
0409 MCAFEE PLACE,DEMOCRAT,396,MARICOPA,4013,KYRSTEN SINEMA
0409 MCAFEE PLACE,GREEN,34,MARICOPA,4013,ANGELA GREEN
0409 MCAFEE PLACE,REPUBLICAN,276,MARICOPA,4013,MARTHA MCSALLY
041,DEMOCRAT,2007,PIMA,4019,KYRSTEN SINEMA
041,GREEN,109,PIMA,4019,ANGELA GREEN
041,REPUBLICAN,973,PIMA,4019,MARTHA MCSALLY
0410 MCCORMICK RANCH,DEMOCRAT,2154,MARICOPA,4013,KYRSTEN SINEMA
0410 MCCORMICK RANCH,GREEN,38,MARICOPA,4013,ANGELA GREEN
0410 MCCORMICK RANCH,REPUBLICAN,2030,MARICOPA,4013,MARTHA MCSALLY
0411 MCDONALD,DEMOCRAT,363,MARICOPA,4013,KYRSTEN SINEMA
0411 MCDONALD,GREEN,12,MARICOPA,4013,ANGELA GREEN
0411 MCDONALD,REPUBLICAN,284,MARICOPA,4013,MARTHA MCSALLY
0412 MCDOWELL,DEMOCRAT,1021,MARICOPA,4013,KYRSTEN SINEMA
0412 MCDOWELL,GREEN,28,MARICOPA,4013,ANGELA GREEN
0412 MCDOWELL,REPUBLICAN,141,MARICOPA,4013,MARTHA MCSALLY
0413 SUPAI,DEMOCRAT,1226,MARICOPA,4013,KYRSTEN SINEMA
0413 SUPAI,GREEN,53,MARICOPA,4013,ANGELA GREEN
0413 SUPAI,REPUBLICAN,743,MARICOPA,4013,MARTHA MCSALLY
0414 MCKEMY,DEMOCRAT,1278,MARICOPA,4013,KYRSTEN SINEMA
0414 MCKEMY,GREEN,41,MARICOPA,4013,ANGELA GREEN
0414 MCKEMY,REPUBLICAN,882,MARICOPA,4013,MARTHA MCSALLY
0415 MCQUEEN,DEMOCRAT,2349,MARICOPA,4013,KYRSTEN SINEMA
0415 MCQUEEN,GREEN,110,MARICOPA,4013,ANGELA GREEN
0415 MCQUEEN,REPUBLICAN,2836,MARICOPA,4013,MARTHA MCSALLY
0416 MEGAN,DEMOCRAT,1715,MARICOPA,4013,KYRSTEN SINEMA
0416 MEGAN,GREEN,75,MARICOPA,4013,ANGELA GREEN
0416 MEGAN,REPUBLICAN,1945,MARICOPA,4013,MARTHA MCSALLY
0417 MESA GRAND,DEMOCRAT,335,MARICOPA,4013,KYRSTEN SINEMA
0417 MESA GRAND,GREEN,26,MARICOPA,4013,ANGELA GREEN
0417 MESA GRAND,REPUBLICAN,479,MARICOPA,4013,MARTHA MCSALLY
0418 MESA LINDA,DEMOCRAT,678,MARICOPA,4013,KYRSTEN SINEMA
0418 MESA LINDA,GREEN,46,MARICOPA,4013,ANGELA GREEN
0418 MESA LINDA,REPUBLICAN,581,MARICOPA,4013,MARTHA MCSALLY
0419 MESA VISTA,DEMOCRAT,1078,MARICOPA,4013,KYRSTEN SINEMA
0419 MESA VISTA,GREEN,76,MARICOPA,4013,ANGELA GREEN
0419 MESA VISTA,REPUBLICAN,1074,MARICOPA,4013,MARTHA MCSALLY
042,DEMOCRAT,1910,PIMA,4019,KYRSTEN SINEMA
042,GREEN,61,PIMA,4019,ANGELA GREEN
042,REPUBLICAN,314,PIMA,4019,MARTHA MCSALLY
0420 MESQUITE,DEMOCRAT,1532,MARICOPA,4013,KYRSTEN SINEMA
0420 MESQUITE,GREEN,83,MARICOPA,4013,ANGELA GREEN
0420 MESQUITE,REPUBLICAN,2318,MARICOPA,4013,MARTHA MCSALLY
0421 METRO,DEMOCRAT,589,MARICOPA,4013,KYRSTEN SINEMA
0421 METRO,GREEN,35,MARICOPA,4013,ANGELA GREEN
0421 METRO,REPUBLICAN,317,MARICOPA,4013,MARTHA MCSALLY
0422 MICHELLE,DEMOCRAT,416,MARICOPA,4013,KYRSTEN SINEMA
0422 MICHELLE,GREEN,31,MARICOPA,4013,ANGELA GREEN
0422 MICHELLE,REPUBLICAN,492,MARICOPA,4013,MARTHA MCSALLY
0423 MIMOSA,DEMOCRAT,1119,MARICOPA,4013,KYRSTEN SINEMA
0423 MIMOSA,GREEN,62,MARICOPA,4013,ANGELA GREEN
0423 MIMOSA,REPUBLICAN,1583,MARICOPA,4013,MARTHA MCSALLY
0424 MINNEZONA,DEMOCRAT,536,MARICOPA,4013,KYRSTEN SINEMA
0424 MINNEZONA,GREEN,33,MARICOPA,4013,ANGELA GREEN
0424 MINNEZONA,REPUBLICAN,123,MARICOPA,4013,MARTHA MCSALLY
0425 MIRADA,DEMOCRAT,1731,MARICOPA,4013,KYRSTEN SINEMA
0425 MIRADA,GREEN,56,MARICOPA,4013,ANGELA GREEN
0425 MIRADA,REPUBLICAN,1460,MARICOPA,4013,MARTHA MCSALLY
0426 MISSION,DEMOCRAT,1273,MARICOPA,4013,KYRSTEN SINEMA
0426 MISSION,GREEN,83,MARICOPA,4013,ANGELA GREEN
0426 MISSION,REPUBLICAN,906,MARICOPA,4013,MARTHA MCSALLY
0427 MITCHELL PARK,DEMOCRAT,1187,MARICOPA,4013,KYRSTEN SINEMA
0427 MITCHELL PARK,GREEN,32,MARICOPA,4013,ANGELA GREEN
0427 MITCHELL PARK,REPUBLICAN,241,MARICOPA,4013,MARTHA MCSALLY
0428 MOBILE,DEMOCRAT,10,MARICOPA,4013,KYRSTEN SINEMA
0428 MOBILE,GREEN,0,MARICOPA,4013,ANGELA GREEN
0428 MOBILE,REPUBLICAN,22,MARICOPA,4013,MARTHA MCSALLY
0429 MOHAVE,DEMOCRAT,1309,MARICOPA,4013,KYRSTEN SINEMA
0429 MOHAVE,GREEN,46,MARICOPA,4013,ANGELA GREEN
0429 MOHAVE,REPUBLICAN,1122,MARICOPA,4013,MARTHA MCSALLY
043,DEMOCRAT,560,PIMA,4019,KYRSTEN SINEMA
043,GREEN,33,PIMA,4019,ANGELA GREEN
043,REPUBLICAN,124,PIMA,4019,MARTHA MCSALLY
0430 MOHAWK,DEMOCRAT,539,MARICOPA,4013,KYRSTEN SINEMA
0430 MOHAWK,GREEN,33,MARICOPA,4013,ANGELA GREEN
0430 MOHAWK,REPUBLICAN,695,MARICOPA,4013,MARTHA MCSALLY
0431 MONROE,DEMOCRAT,1110,MARICOPA,4013,KYRSTEN SINEMA
0431 MONROE,GREEN,60,MARICOPA,4013,ANGELA GREEN
0431 MONROE,REPUBLICAN,294,MARICOPA,4013,MARTHA MCSALLY
0432 MONTE CRISTO,DEMOCRAT,1677,MARICOPA,4013,KYRSTEN SINEMA
0432 MONTE CRISTO,GREEN,53,MARICOPA,4013,ANGELA GREEN
0432 MONTE CRISTO,REPUBLICAN,1567,MARICOPA,4013,MARTHA MCSALLY
0433 MONTE VISTA,DEMOCRAT,613,MARICOPA,4013,KYRSTEN SINEMA
0433 MONTE VISTA,GREEN,30,MARICOPA,4013,ANGELA GREEN
0433 MONTE VISTA,REPUBLICAN,100,MARICOPA,4013,MARTHA MCSALLY
0434 MONTEBELLO,DEMOCRAT,560,MARICOPA,4013,KYRSTEN SINEMA
0434 MONTEBELLO,GREEN,44,MARICOPA,4013,ANGELA GREEN
0434 MONTEBELLO,REPUBLICAN,203,MARICOPA,4013,MARTHA MCSALLY
0435 MONTOYA,DEMOCRAT,1014,MARICOPA,4013,KYRSTEN SINEMA
0435 MONTOYA,GREEN,44,MARICOPA,4013,ANGELA GREEN
0435 MONTOYA,REPUBLICAN,1712,MARICOPA,4013,MARTHA MCSALLY
0436 MOON VALLEY,DEMOCRAT,924,MARICOPA,4013,KYRSTEN SINEMA
0436 MOON VALLEY,GREEN,20,MARICOPA,4013,ANGELA GREEN
0436 MOON VALLEY,REPUBLICAN,1122,MARICOPA,4013,MARTHA MCSALLY
0437 MORRISTOWN,DEMOCRAT,150,MARICOPA,4013,KYRSTEN SINEMA
0437 MORRISTOWN,GREEN,13,MARICOPA,4013,ANGELA GREEN
0437 MORRISTOWN,REPUBLICAN,392,MARICOPA,4013,MARTHA MCSALLY
0438 MOUNTAIN SKY,DEMOCRAT,1444,MARICOPA,4013,KYRSTEN SINEMA
0438 MOUNTAIN SKY,GREEN,62,MARICOPA,4013,ANGELA GREEN
0438 MOUNTAIN SKY,REPUBLICAN,1207,MARICOPA,4013,MARTHA MCSALLY
0439 MOUNTAIN VISTA,DEMOCRAT,1002,MARICOPA,4013,KYRSTEN SINEMA
0439 MOUNTAIN VISTA,GREEN,60,MARICOPA,4013,ANGELA GREEN
0439 MOUNTAIN VISTA,REPUBLICAN,1946,MARICOPA,4013,MARTHA MCSALLY
044,DEMOCRAT,1180,PIMA,4019,KYRSTEN SINEMA
044,GREEN,30,PIMA,4019,ANGELA GREEN
044,REPUBLICAN,190,PIMA,4019,MARTHA MCSALLY
0440 MUMMY MOUNTAIN,DEMOCRAT,1394,MARICOPA,4013,KYRSTEN SINEMA
0440 MUMMY MOUNTAIN,GREEN,52,MARICOPA,4013,ANGELA GREEN
0440 MUMMY MOUNTAIN,REPUBLICAN,1124,MARICOPA,4013,MARTHA MCSALLY
0441 MUSKET,DEMOCRAT,1886,MARICOPA,4013,KYRSTEN SINEMA
0441 MUSKET,GREEN,61,MARICOPA,4013,ANGELA GREEN
0441 MUSKET,REPUBLICAN,1450,MARICOPA,4013,MARTHA MCSALLY
0442 MUSTANG,DEMOCRAT,1465,MARICOPA,4013,KYRSTEN SINEMA
